Size		Time		Stack Size
453		0.105000		1814
454		0.105000		1818
455		0.106000		1822
456		0.113000		1826
457		0.120000		1830
458		0.120000		1834
459		0.121000		1838
460		0.114000		1842
461		0.105000		1846
462		0.105000		1850
463		0.107000		1854
464		0.107000		1858
465		0.107000		1862
466		0.109000		1866
467		0.109000		1870
468		0.109000		1874
469		0.110000		1878
470		0.111000		1882
471		0.111000		1886
472		0.111000		1890
473		0.111000		1894
474		0.112000		1898
475		0.113000		1902
476		0.114000		1906
477		0.114000		1910
478		0.115000		1914
479		0.117000		1918
480		0.117000		1922
481		0.118000		1926
482		0.119000		1930
483		0.119000		1934
484		0.127000		1938
485		0.120000		1942
486		0.120000		1946
487		0.120000		1950
488		0.121000		1954
489		0.121000		1958
490		0.129000		1962
491		0.138000		1966
492		0.138000		1970
493		0.138000		1974
494		0.139000		1978
495		0.139000		1982
496		0.133000		1986
497		0.124000		1990
498		0.124000		1994
499		0.125000		1998
500		0.131000		2002
501		0.131000		2006
502		0.132000		2010
503		0.133000		2014
504		0.145000		2018
505		0.146000		2022
506		0.147000		2026
507		0.148000		2030
508		0.148000		2034
509		0.148000		2038
510		0.150000		2042
511		0.146000		2046
512		0.148000		2050
513		0.154000		2054
514		0.154000		2058
515		0.155000		2062
516		0.156000		2066
517		0.158000		2070
518		0.159000		2074
519		0.159000		2078
520		0.159000		2082
521		0.159000		2086
522		0.162000		2090
523		0.207000		2094
524		0.213000		2098
525		0.172000		2102
526		0.165000		2106
527		0.165000		2110
528		0.164000		2114
529		0.165000		2118
530		0.167000		2122
531		0.168000		2126
532		0.169000		2130
533		0.169000		2134
534		0.171000		2138
535		0.173000		2142
536		0.169000		2146
537		0.169000		2150
538		0.189000		2154
539		0.170000		2158
540		0.151000		2162
541		0.152000		2166
542		0.152000		2170
543		0.153000		2174
544		0.153000		2178
545		0.167000		2182
546		0.171000		2186
547		0.195000		2190
548		0.169000		2194
549		0.292000		2198
550		0.231000		2202
551		0.183000		2206
552		0.183000		2210
553		0.190000		2214
554		0.183000		2218
555		0.200000		2222
556		0.189000		2226
557		0.190000		2230
558		0.192000		2234
559		0.194000		2238
560		0.184000		2242
561		0.185000		2246
562		0.185000		2250
563		0.184000		2254
564		0.184000		2258
565		0.187000		2262
566		0.186000		2266
567		0.185000		2270
568		0.188000		2274
569		0.187000		2278
570		0.188000		2282
571		0.188000		2286
572		0.189000		2290
573		0.189000		2294
574		0.191000		2298
575		0.205000		2302
576		0.201000		2306
577		0.192000		2310
578		0.193000		2314
579		0.194000		2318
580		0.195000		2322
581		0.194000		2326
582		0.196000		2330
583		0.193000		2334
584		0.194000		2338
585		0.195000		2342
586		0.195000		2346
587		0.197000		2350
588		0.197000		2354
589		0.196000		2358
590		0.192000		2362
591		0.183000		2366
592		0.183000		2370
593		0.184000		2374
594		0.184000		2378
595		0.188000		2382
596		0.187000		2386
597		0.188000		2390
598		0.188000		2394
599		0.188000		2398
600		0.204000		2402
601		0.207000		2406
602		0.206000		2410
603		0.207000		2414
604		0.208000		2418
605		0.208000		2422
606		0.305000		2426
607		0.210000		2430
608		0.209000		2434
609		0.211000		2438
610		0.212000		2442
611		0.213000		2446
612		0.215000		2450
613		0.221000		2454
614		0.215000		2458
615		0.216000		2462
616		0.216000		2466
617		0.217000		2470
618		0.218000		2474
619		0.229000		2478
620		0.219000		2482
621		0.220000		2486
622		0.220000		2490
623		0.221000		2494
624		0.232000		2498
625		0.234000		2502
626		0.232000		2506
627		0.236000		2510
628		0.227000		2514
629		0.227000		2518
630		0.241000		2522
631		0.240000		2526
632		0.242000		2530
633		0.242000		2534
634		0.243000		2538
635		0.242000		2542
636		0.244000		2546
637		0.245000		2550
638		0.245000		2554
639		0.246000		2558
640		0.315000		2562
641		0.273000		2566
642		0.256000		2570
643		0.370000		2574
644		0.332000		2578
645		0.344000		2582
646		0.346000		2586
647		0.331000		2590
648		0.243000		2594
649		0.244000		2598
650		0.245000		2602
651		0.245000		2606
652		0.246000		2610
653		0.245000		2614
654		0.246000		2618
655		0.246000		2622
656		0.246000		2626
657		0.248000		2630
658		0.248000		2634
659		0.252000		2638
660		0.249000		2642
661		0.250000		2646
662		0.250000		2650
663		0.251000		2654
664		0.252000		2658
665		0.252000		2662
666		0.252000		2666
667		0.253000		2670
668		0.254000		2674
669		0.253000		2678
670		0.254000		2682
671		0.254000		2686
672		0.255000		2690
673		0.256000		2694
674		0.266000		2698
675		0.271000		2702
676		0.271000		2706
677		0.274000		2710
678		0.313000		2714
679		0.310000		2718
680		0.281000		2722
681		0.305000		2726
682		0.257000		2730
683		0.258000		2734
684		0.258000		2738
685		0.273000		2742
686		0.266000		2746
687		0.268000		2750
688		0.285000		2754
689		0.263000		2758
690		0.262000		2762
691		0.261000		2766
692		0.282000		2770
693		0.285000		2774
694		0.282000		2778
695		0.283000		2782
696		0.284000		2786
697		0.286000		2790
698		0.285000		2794
699		0.286000		2798
700		0.293000		2802
701		0.292000		2806
702		0.283000		2810
703		0.293000		2814
704		0.294000		2818
705		0.294000		2822
706		0.296000		2826
707		0.294000		2830
708		0.296000		2834
709		0.296000		2838
710		0.297000		2842
711		0.297000		2846
712		0.299000		2850
713		0.299000		2854
714		0.313000		2858
715		0.292000		2862
716		0.302000		2866
717		0.304000		2870
718		0.304000		2874
719		0.305000		2878
720		0.305000		2882
721		0.304000		2886
722		0.304000		2890
723		0.321000		2894
724		0.295000		2898
725		0.308000		2902
726		0.309000		2906
727		0.312000		2910
728		0.310000		2914
729		0.312000		2918
730		0.312000		2922
731		0.315000		2926
732		0.315000		2930
733		0.314000		2934
734		0.316000		2938
735		0.358000		2942
736		0.376000		2946
737		0.388000		2950
738		0.298000		2954
739		0.301000		2958
740		0.299000		2962
741		0.323000		2966
742		0.321000		2970
743		0.324000		2974
744		0.325000		2978
745		0.327000		2982
746		0.327000		2986
747		0.326000		2990
748		0.345000		2994
749		0.381000		2998
750		0.439000		3002
751		0.318000		3006
752		0.330000		3010
753		0.322000		3014
754		0.347000		3018
755		0.342000		3022
756		0.365000		3026
757		0.511000		3030
758		0.535000		3034
759		0.536000		3038
760		0.442000		3042
761		0.348000		3046
762		0.348000		3050
763		0.351000		3054
764		0.352000		3058
765		0.353000		3062
766		0.341000		3066
767		0.343000		3070
768		0.344000		3074
769		0.344000		3078
770		0.344000		3082
771		0.348000		3086
772		0.381000		3090
773		0.392000		3094
774		0.357000		3098
775		0.357000		3102
776		0.347000		3106
777		0.352000		3110
778		0.353000		3114
779		0.354000		3118
780		0.482000		3122
781		0.535000		3126
782		0.414000		3130
783		0.366000		3134
784		0.368000		3138
785		0.368000		3142
786		0.368000		3146
787		0.369000		3150
788		0.398000		3154
789		0.364000		3158
790		0.363000		3162
791		0.389000		3166
792		0.367000		3170
793		0.367000		3174
794		0.364000		3178
795		0.407000		3182
796		0.364000		3186
797		0.380000		3190
798		0.377000		3194
799		0.378000		3198
800		0.371000		3202
801		0.397000		3206
802		0.373000		3210
803		0.374000		3214
804		0.375000		3218
805		0.375000		3222
806		0.375000		3226
807		0.376000		3230
808		0.376000		3234
809		0.373000		3238
810		0.371000		3242
811		0.395000		3246
812		0.372000		3250
813		0.400000		3254
814		0.392000		3258
815		0.376000		3262
816		0.375000		3266
817		0.376000		3270
818		0.376000		3274
819		0.376000		3278
820		0.378000		3282
821		0.442000		3286
822		0.536000		3290
823		0.470000		3294
824		0.391000		3298
825		0.392000		3302
826		0.393000		3306
827		0.394000		3310
828		0.395000		3314
829		0.401000		3318
830		0.383000		3322
831		0.391000		3326
832		0.392000		3330
833		0.394000		3334
834		0.392000		3338
835		0.393000		3342
836		0.394000		3346
837		0.395000		3350
838		0.395000		3354
